WAD file    : jagdoom.wad
numlumps    : 1855
infotableofs: 3238548

lump name       size  filepos    0xsize   0xfpos
1076 BAL7B4B6    364   805056    0x016C 0x000C48C0
1077        .    268   805420    0x010C 0x000C4A2C
1078   BAL7C0    484   805612    0x01E4 0x000C4AEC
1079        .    708   806096    0x02C4 0x000C4CD0
1080   BAL7D0    580   806572    0x0244 0x000C4EAC
1081        .    932   807152    0x03A4 0x000C50F0
1082   BAL7E0   1068   807692    0x042C 0x000C530C
1083        .   1152   808760    0x0480 0x000C5738
1084   SKULA1    516   809300    0x0204 0x000C5954
1085        .   1024   809816    0x0400 0x000C5B58
1086 SKULA8A2    392   810516    0x0188 0x000C5E14
1087        .   1060   810908    0x0424 0x000C5F9C
1088 SKULA7A3    408   811884    0x0198 0x000C636C
1089        .    872   812292    0x0368 0x000C6504
1090 SKULA6A4    472   813080    0x01D8 0x000C6818
1091        .    916   813552    0x0394 0x000C69F0
1092   SKULA5    520   814332    0x0208 0x000C6CFC
1093        .    944   814852    0x03B0 0x000C6F04
1094   SKULB1    484   815560    0x01E4 0x000C71C8
1095        .   1032   816044    0x0408 0x000C73AC
1096 SKULB8B2    396   816776    0x018C 0x000C7688
1097        .   1080   817172    0x0438 0x000C7814
1098 SKULB7B3    428   818168    0x01AC 0x000C7BF8
1099        .    908   818596    0x038C 0x000C7DA4
1100 SKULB6B4    440   819396    0x01B8 0x000C80C4
1101        .    900   819836    0x0384 0x000C827C
1102   SKULB5    508   820648    0x01FC 0x000C85A8
1103        .    956   821156    0x03BC 0x000C87A4
1104   SKULC1    476   821904    0x01DC 0x000C8A90
1105        .   1032   822380    0x0408 0x000C8C6C
1106 SKULC8C2    616   823020    0x0268 0x000C8EEC
1107        .   1136   823636    0x0470 0x000C9154
1108 SKULC7C3    716   824700    0x02CC 0x000C957C
1109        .   1184   825416    0x04A0 0x000C9848
1110 SKULC6C4    576   826476    0x0240 0x000C9C6C
1111        .    948   827052    0x03B4 0x000C9EAC
1112   SKULC5    452   827940    0x01C4 0x000CA224
1113        .    688   828392    0x02B0 0x000CA3E8
1114   SKULD1    476   828948    0x01DC 0x000CA614
1115        .   1024   829424    0x0400 0x000CA7F0
1116 SKULD8D2    564   830176    0x0234 0x000CAAE0
1117        .   1140   830740    0x0474 0x000CAD14
1118 SKULD7D3    712   831816    0x02C8 0x000CB148
1119        .   1196   832528    0x04AC 0x000CB410
1120 SKULD6D4    512   833628    0x0200 0x000CB85C
1121        .    948   834140    0x03B4 0x000CBA5C
1122   SKULD5    452   835024    0x01C4 0x000CBDD0
1123        .    668   835476    0x029C 0x000CBF94
1124   SKULE1    432   836064    0x01B0 0x000CC1E0
1125        .    932   836496    0x03A4 0x000CC390
1126 SKULE8E2    428   837288    0x01AC 0x000CC6A8
1127        .   1068   837716    0x042C 0x000CC854
1128 SKULE7E3    428   838692    0x01AC 0x000CCC24
1129        .   1068   839120    0x042C 0x000CCDD0
1130 SKULE6E4    384   840132    0x0180 0x000CD1C4
1131        .    876   840516    0x036C 0x000CD344
1132   SKULE5    436   841340    0x01B4 0x000CD67C
1133        .    856   841776    0x0358 0x000CD830
1134   SKULF0    432   842532    0x01B0 0x000CDB24
1135        .    932   842964    0x03A4 0x000CDCD4
1136   SKULG0    424   843756    0x01A8 0x000CDFEC
1137        .   1064   844180    0x0428 0x000CE194
1138   SKULH0    556   845168    0x022C 0x000CE570
1139        .   1604   845724    0x0644 0x000CE79C
1140   SKULI0    688   847176    0x02B0 0x000CED48
1141        .   3060   847864    0x0BF4 0x000CEFF8
1142   SKULJ0   1832   850404    0x0728 0x000CF9E4
1143        .   4880   852236    0x1310 0x000D010C
1144   SKULK0   2780   854688    0x0ADC 0x000D0AA0
1145        .   2740   857468    0x0AB4 0x000D157C
1146   HEADA1    848   857984    0x0350 0x000D1780
1147        .   3332   858832    0x0D04 0x000D1AD0
1148 HEADA2A8    732   860928    0x02DC 0x000D2300
1149        .   3100   861660    0x0C1C 0x000D25DC
1150 HEADA3A7    700   864348    0x02BC 0x000D305C
1151        .   3216   865048    0x0C90 0x000D3318
1152 HEADA4A6    704   867616    0x02C0 0x000D3D20
1153        .   3204   868320    0x0C84 0x000D3FE0
1154   HEADA5    848   870740    0x0350 0x000D4954
1155        .   3188   871588    0x0C74 0x000D4CA4
1156   HEADB1    840   873532    0x0348 0x000D543C
1157        .   3228   874372    0x0C9C 0x000D5784
1158   HEADC1    788   876480    0x0314 0x000D5FC0
1159        .   3320   877268    0x0CF8 0x000D62D4
1160   HEADD1    752   879256    0x02F0 0x000D6A98
1161        .   3412   880008    0x0D54 0x000D6D88
1162 HEADB2B8    736   882220    0x02E0 0x000D762C
1163        .   3120   882956    0x0C30 0x000D790C
1164 HEADC2C8    724   885696    0x02D4 0x000D83C0
1165        .   3184   886420    0x0C70 0x000D8694
1166 HEADD2D8    736   889132    0x02E0 0x000D912C
1167        .   3284   889868    0x0CD4 0x000D940C
1168 HEADB3B7    748   892644    0x02EC 0x000D9EE4
1169        .   3212   893392    0x0C8C 0x000DA1D0
1170 HEADC3C7    756   895952    0x02F4 0x000DABD0
1171        .   3280   896708    0x0CD0 0x000DAEC4
1172 HEADD3D7    744   899400    0x02E8 0x000DB948
1173        .   3368   900144    0x0D28 0x000DBC30
1174 HEADB4B6    708   902916    0x02C4 0x000DC704
1175        .   3204   903624    0x0C84 0x000DC9C8
1176 HEADC4C6    716   906036    0x02CC 0x000DD334
1177        .   3296   906752    0x0CE0 0x000DD600
1178 HEADD4D6    724   909232    0x02D4 0x000DDFB0
1179        .   3420   909956    0x0D5C 0x000DE284
1180   HEADB5    852   912516    0x0354 0x000DEC84
1181        .   3200   913368    0x0C80 0x000DEFD8
1182   HEADC5    852   915316    0x0354 0x000DF774
1183        .   3332   916168    0x0D04 0x000DFAC8
1184   HEADD5    852   918204    0x0354 0x000E02BC
1185        .   3552   919056    0x0DE0 0x000E0610
1186   HEADE1    780   921212    0x030C 0x000E0E7C
1187        .   3376   921992    0x0D30 0x000E1188
1188   HEADF1    776   924188    0x0308 0x000E1A1C
1189        .   3372   924964    0x0D2C 0x000E1D24
1190   HEADG0    776   927380    0x0308 0x000E2694
1191        .   3372   928156    0x0D2C 0x000E299C
1192 HEADE2E8    732   930616    0x02DC 0x000E3338
1193        .   3116   931348    0x0C2C 0x000E3614
1194 HEADF2F8    740   934068    0x02E4 0x000E40B4
1195        .   3120   934808    0x0C30 0x000E4398
1196 HEADE3E7    696   937532    0x02B8 0x000E4E3C
1197        .   3196   938228    0x0C7C 0x000E50F4
1198 HEADF3F7    688   940844    0x02B0 0x000E5B2C
1199        .   3168   941532    0x0C60 0x000E5DDC
1200 HEADE4E6    696   944112    0x02B8 0x000E67F0
1201        .   3116   944808    0x0C2C 0x000E6AA8
1202 HEADF4F6    696   947180    0x02B8 0x000E73EC
1203        .   3116   947876    0x0C2C 0x000E76A4
1204   HEADE5    840   950248    0x0348 0x000E7FE8
1205        .   3184   951088    0x0C70 0x000E8330
1206   HEADF5    840   953040    0x0348 0x000E8AD0
1207        .   3184   953880    0x0C70 0x000E8E18
1208   HEADH0    768   955832    0x0300 0x000E95B8
1209        .   3372   956600    0x0D2C 0x000E98B8
1210   HEADI0    780   959168    0x030C 0x000EA2C0
1211        .   3376   959948    0x0D30 0x000EA5CC
1212   HEADJ0    872   962756    0x0368 0x000EB0C4
1213        .   3496   963628    0x0DA8 0x000EB42C
1214   HEADK0    992   966696    0x03E0 0x000EC028
1215        .   3408   967688    0x0D50 0x000EC408
1216   HEADL0    800   970596    0x0320 0x000ECF64
1217        .   2508   971396    0x09CC 0x000ED284
1218  T_START      0        0    0x0000 0x00000000
1219 BIGDOOR2  16704   973656    0x4140 0x000EDB58
1220 BIGDOOR6   7488   979516    0x1D40 0x000EF23C
1221  BRNPOIS   8512   983972    0x2140 0x000F03A4
1222 BROWNGRN   8512   986568    0x2140 0x000F0DC8
1223   BROWN1   8512   988964    0x2140 0x000F1724
1224 COMPSPAN   4416   991752    0x1140 0x000F2208
1225 COMPTALL  16704   993284    0x4140 0x000F2804
1226   CRATE1   8512  1000440    0x2140 0x000F43F8
1227 CRATELIT   8512  1001944    0x2140 0x000F49D8
1228  CRATINY   1344  1003616    0x0540 0x000F5060
1229    DOOR1   4928  1003868    0x1340 0x000F515C
1230    DOOR3   4928  1005964    0x1340 0x000F598C
1231  DOORBLU   1344  1006988    0x0540 0x000F5D8C
1232  DOORRED   1344  1007248    0x0540 0x000F5E90
1233 DOORSTOP   1344  1007508    0x0540 0x000F5F94
1234 DOORTRAK   1344  1007808    0x0540 0x000F60C0
1235  DOORYEL   1344  1008172    0x0540 0x000F622C
1236 EXITDOOR   9536  1008428    0x2540 0x000F632C
1237 EXITSIGN   1344  1012744    0x0540 0x000F7408
1238    GRAY5   8512  1013100    0x2140 0x000F756C
1239 GSTSATYR   8512  1015148    0x2140 0x000F7D6C
1240    LITE5   2368  1019936    0x0940 0x000F9020
1241 MARBFAC3  16704  1020300    0x4140 0x000F918C
1242    METAL   8512  1028984    0x2140 0x000FB378
1243   METAL1   8512  1031556    0x2140 0x000FBD84
1244   NUKE24   1856  1033700    0x0740 0x000FC5E4
1245    PIPE2   8512  1034844    0x2140 0x000FCA5C
1246    PLAT1  16704  1038380    0x4140 0x000FD82C
1247   SHAWN2   8512  1043472    0x2140 0x000FEC10
1248 SKINEDGE   8512  1044708    0x2140 0x000FF0E4
1249     SKY1  33088  1048388    0x8140 0x000FFF44
1250     SKY2  33088  1063288    0x8140 0x00103978
1251     SKY3  33088  1083260    0x8140 0x0010877C
1252 SLADWALL   8512  1097964    0x2140 0x0010C0EC
1253 SP_DUDE4   8512  1099616    0x2140 0x0010C760
1254  SP_HOT1   8512  1103144    0x2140 0x0010D528
1255    STEP6    832  1106016    0x0340 0x0010E060
1256 SUPPORT2   8512  1106480    0x2140 0x0010E230
1257 SUPPORT3   8512  1107916    0x2140 0x0010E7CC
1258  SW1BRN1   8512  1110088    0x2140 0x0010F048
1259  SW1GARG   8512  1113180    0x2140 0x0010FC5C
1260 SW1GSTON   8512  1116196    0x2140 0x00110824
1261   SW1HOT   8512  1120156    0x2140 0x0011179C
1262  SW1WOOD   8512  1123572    0x2140 0x001124F4
1263  SW2BRN1   8512  1126852    0x2140 0x001131C4
1264  SW2GARG   8512  1129928    0x2140 0x00113DC8
1265 SW2GSTON   8512  1132944    0x2140 0x00114990
1266   SW2HOT   8512  1136848    0x2140 0x001158D0
1267  SW2WOOD   8512  1140212    0x2140 0x001165F4
1268  BRICK01   8512  1143424    0x2140 0x00117280
1269  BRICK02   8512  1148716    0x2140 0x0011872C
1270  BRICK03   8512  1155200    0x2140 0x0011A080
1271  DFACE01  16704  1161664    0x4140 0x0011B9C0
1272 MARBLE01   8512  1173184    0x2140 0x0011E6C0
1273 MARBLE02   8512  1177224    0x2140 0x0011F688
1274 MARBLE03   8512  1181256    0x2140 0x00120648
1275 MARBLE04   8512  1185692    0x2140 0x0012179C
1276   WOOD01   8512  1189916    0x2140 0x0012281C
1277    ASH01   8512  1193860    0x2140 0x00123784
1278 CEMENT01   8512  1198468    0x2140 0x00124984
1279  CBLUE01   8512  1201032    0x2140 0x00125388
1280   TECH01   8512  1202768    0x2140 0x00125A50
1281   TECH02   8512  1204744    0x2140 0x00126208
1282   TECH03   8512  1206852    0x2140 0x00126A44
1283   TECH04   8512  1209068    0x2140 0x001272EC
1284   SKIN01   8512  1212684    0x2140 0x0012810C
1285   SKIN02   8512  1217448    0x2140 0x001293A8
1286   SKIN03   8512  1222896    0x2140 0x0012A8F0
1287 SKULLS01   8512  1228496    0x2140 0x0012BED0
1288  STWAR01   4416  1235216    0x1140 0x0012D910
1289  STWAR02   4416  1236612    0x1140 0x0012DE84
1290 COMTAL02   8512  1237784    0x2140 0x0012E318
1291  SW1STAR   4416  1240248    0x1140 0x0012ECB8
1292  SW2STAR   4416  1241796    0x1140 0x0012F2C4
1293    T_END      0        0    0x0000 0x00000000
1294  F_START      0        0    0x0000 0x00000000
1295   FLAT14   4096  1243356    0x1000 0x0012F8DC
1296   FLAT23   4096  1244576    0x1000 0x0012FDA0
1297  FLAT5_2   4096  1245572    0x1000 0x00130184
1298  FLAT5_4   4096  1248288    0x1000 0x00130C20
1299  NUKAGE1   4096  1250920    0x1000 0x00131668
1300  NUKAGE2   4096  1252256    0x1000 0x00131BA0
1301  NUKAGE3   4096  1253640    0x1000 0x00132108
1302 FLOOR0_1   4096  1255116    0x1000 0x001326CC
1303 FLOOR0_3   4096  1256680    0x1000 0x00132CE8
1304 FLOOR0_6   4096  1258080    0x1000 0x00133260
1305 FLOOR3_3   4096  1259276    0x1000 0x0013370C
1306 FLOOR4_6   4096  1261172    0x1000 0x00133E74
1307 FLOOR4_8   4096  1262084    0x1000 0x00134204
1308 FLOOR5_4   4096  1264012    0x1000 0x0013498C
1309    STEP1   4096  1265488    0x1000 0x00134F50
1310    STEP2   4096  1266920    0x1000 0x001354E8
1311 FLOOR6_1   4096  1268352    0x1000 0x00135A80
1312 FLOOR6_2   4096  1269540    0x1000 0x00135F24
1313 TLITE6_4   4096  1272556    0x1000 0x00136AEC
1314 TLITE6_6   4096  1274076    0x1000 0x001370DC
1315 FLOOR7_1   4096  1275568    0x1000 0x001376B0
1316 FLOOR7_2   4096  1277312    0x1000 0x00137D80
1317  MFLR8_1   4096  1278944    0x1000 0x001383E0
1318  MFLR8_4   4096  1280212    0x1000 0x001388D4
1319  CEIL3_2   4096  1282332    0x1000 0x0013911C
1320  CEIL3_4   4096  1283940    0x1000 0x00139764
1321  CEIL5_1   4096  1285140    0x1000 0x00139C14
1322  CRATOP1   4096  1287228    0x1000 0x0013A43C
1323  CRATOP2   4096  1287888    0x1000 0x0013A6D0
1324    FLAT4   4096  1288540    0x1000 0x0013A95C
1325    FLAT8   4096  1291156    0x1000 0x0013B394
1326    GATE3   4096  1291824    0x1000 0x0013B630
1327    GATE4   4096  1294128    0x1000 0x0013BF30
1328  FWATER1   4096  1296716    0x1000 0x0013C94C
1329  FWATER2   4096  1298024    0x1000 0x0013CE68
1330  FWATER3   4096  1299368    0x1000 0x0013D3A8
1331  FWATER4   4096  1300736    0x1000 0x0013D900
1332    LAVA1   4096  1302048    0x1000 0x0013DE20
1333    LAVA2   4096  1303976    0x1000 0x0013E5A8
1334    LAVA3   4096  1306004    0x1000 0x0013ED94
1335    LAVA4   4096  1308008    0x1000 0x0013F568
1336    GRASS   4096  1310036    0x1000 0x0013FD54
1337    ROCKS   4096  1311452    0x1000 0x001402DC
1338    F_END      0        0    0x0000 0x00000000
1339  M_TITLE  43696  1314080    0xAAB0 0x00140D20
1340    TITLE  64016  1357776    0xFA10 0x0014B7D0
1341  CREDITS  64016  1380464    0xFA10 0x00151070
1342    STBAR  12816  1389564    0x3210 0x001533FC
1343 STBARNET   3216  1393964    0x0C90 0x0015452C
1344    MINUS    144  1395480    0x0090 0x00154B18
1345    NUM_0    240  1395536    0x00F0 0x00154B50
1346    NUM_1    192  1395692    0x00C0 0x00154BEC
1347    NUM_2    240  1395792    0x00F0 0x00154C50
1348    NUM_3    240  1395948    0x00F0 0x00154CEC
1349    NUM_4    240  1396076    0x00F0 0x00154D6C
1350    NUM_5    240  1396204    0x00F0 0x00154DEC
1351    NUM_6    240  1396356    0x00F0 0x00154E84
1352    NUM_7    240  1396508    0x00F0 0x00154F1C
1353    NUM_8    240  1396612    0x00F0 0x00154F84
1354    NUM_9    240  1396772    0x00F0 0x00155024
1355  PERCENT    240  1396924    0x00F0 0x001550BC
1356   CKEY_B    192  1397048    0x00C0 0x00155138
1357   CKEY_Y    192  1397156    0x00C0 0x001551A4
1358   CKEY_R    192  1397252    0x00C0 0x00155204
1359   SKEY_B    128  1397348    0x0080 0x00155264
1360   SKEY_Y    128  1397460    0x0080 0x001552D4
1361   SKEY_R    128  1397556    0x0080 0x00155334
1362  MICRO_2     40  1397664    0x0028 0x001553A0
1363  MICRO_3     40  1397700    0x0028 0x001553C4
1364  MICRO_4     40  1397736    0x0028 0x001553E8
1365  MICRO_5     40  1397768    0x0028 0x00155408
1366  MICRO_6     40  1397804    0x0028 0x0015542C
1367  MICRO_7     40  1397836    0x0028 0x0015544C
1368 CHAR_065    272  1397872    0x0110 0x00155470
1369 CHAR_066    272  1398036    0x0110 0x00155514
1370 CHAR_067    272  1398212    0x0110 0x001555C4
1371 CHAR_068    272  1398376    0x0110 0x00155668
1372 CHAR_069    272  1398548    0x0110 0x00155714
1373 CHAR_070    272  1398680    0x0110 0x00155798
1374 CHAR_071    272  1398800    0x0110 0x00155810
1375 CHAR_072    272  1398976    0x0110 0x001558C0
1376 CHAR_073    144  1399140    0x0090 0x00155964
1377 CHAR_074    272  1399220    0x0110 0x001559B4
1378 CHAR_075    272  1399352    0x0110 0x00155A38
1379 CHAR_076    272  1399512    0x0110 0x00155AD8
1380 CHAR_077    272  1399628    0x0110 0x00155B4C
1381 CHAR_078    272  1399816    0x0110 0x00155C08
1382 CHAR_079    272  1400004    0x0110 0x00155CC4
1383 CHAR_080    272  1400176    0x0110 0x00155D70
1384 CHAR_081    272  1400312    0x0110 0x00155DF8
1385 CHAR_082    272  1400484    0x0110 0x00155EA4
1386 CHAR_083    272  1400660    0x0110 0x00155F54
1387 CHAR_084    272  1400832    0x0110 0x00156000
1388 CHAR_085    272  1400944    0x0110 0x00156070
1389 CHAR_086    272  1401100    0x0110 0x0015610C
1390 CHAR_087    272  1401256    0x0110 0x001561A8
1391 CHAR_088    272  1401432    0x0110 0x00156258
1392 CHAR_089    272  1401604    0x0110 0x00156304
1393 CHAR_090    272  1401744    0x0110 0x00156390
1394 CHAR_097    196  1401892    0x00C4 0x00156424
1395 CHAR_099    196  1402036    0x00C4 0x001564B4
1396 CHAR_100    184  1402176    0x00B8 0x00156540
1397 CHAR_101    196  1402288    0x00C4 0x001565B0
1398 CHAR_102    184  1402420    0x00B8 0x00156634
1399 CHAR_103    160  1402544    0x00A0 0x001566B0
1400 CHAR_104    196  1402652    0x00C4 0x0015671C
1401 CHAR_105    196  1402784    0x00C4 0x001567A0
1402 CHAR_106     88  1402912    0x0058 0x00156820
1403 CHAR_107    172  1402984    0x00AC 0x00156868
1404 CHAR_108    208  1403084    0x00D0 0x001568CC
1405 CHAR_109    136  1403232    0x0088 0x00156960
1406 CHAR_110    208  1403320    0x00D0 0x001569B8
1407 CHAR_111    208  1403492    0x00D0 0x00156A64
1408 CHAR_112    196  1403648    0x00C4 0x00156B00
1409 CHAR_113    184  1403788    0x00B8 0x00156B8C
1410 CHAR_114    228  1403904    0x00E4 0x00156C00
1411 CHAR_115    196  1404052    0x00C4 0x00156C94
1412 CHAR_116    196  1404180    0x00C4 0x00156D14
1413 CHAR_117    160  1404312    0x00A0 0x00156D98
1414 CHAR_118    196  1404400    0x00C4 0x00156DF0
1415 CHAR_119    208  1404536    0x00D0 0x00156E78
1416 CHAR_120    208  1404672    0x00D0 0x00156F00
1417 CHAR_121    208  1404828    0x00D0 0x00156F9C
1418 CHAR_122    208  1404972    0x00D0 0x0015702C
1419 CHAR_123    208  1405096    0x00D0 0x001570A8
1420 CHAR_124     88  1405236    0x0058 0x00157134
1421 CHAR_125     88  1405280    0x0058 0x00157160
1422 M_GAMMOD   2192  1405324    0x0890 0x0015718C
1423  M_LEVEL   1296  1406268    0x0510 0x0015753C
1424   M_DIFF   2064  1406792    0x0810 0x00157748
1425 M_SINGLE   1296  1407584    0x0510 0x00157A60
1426   M_COOP   1168  1408192    0x0490 0x00157CC0
1427 M_DMATCH   2448  1408644    0x0990 0x00157E84
1428  I_KILLS   1040  1409528    0x0410 0x001581F8
1429  I_ITEMS   1040  1409960    0x0410 0x001583A8
1430 I_SECRET   1680  1410480    0x0690 0x001585B0
1431  I_LEVEL   1168  1411156    0x0490 0x00158854
1432 I_FINISH   1680  1411608    0x0690 0x00158A18
1433  I_FRAGS   1296  1412336    0x0510 0x00158CF0
1434 O_STRACK   1808  1412900    0x0710 0x00158F24
1435 O_SLIDER    144  1413244    0x0090 0x0015907C
1436   SKILL0   1936  1413300    0x0790 0x001590B4
1437   SKILL1   3088  1414112    0x0C10 0x001593E0
1438   SKILL2   2960  1415084    0x0B90 0x001597AC
1439   SKILL3   3216  1416216    0x0C90 0x00159C18
1440   SKILL4   3088  1417436    0x0C10 0x0015A0DC
1441 DEFAULTS   2392  1418812    0x0958 0x0015A63C
1442  CONNECT   4984  1419844    0x1378 0x0015AA44
1443   PAUSED   1168  1421588    0x0490 0x0015B114
1444  LOADING   1360  1422144    0x0550 0x0015B340
1445 NETERROR   2512  1422800    0x09D0 0x0015B5D0
1446   FACE00   1040  1423796    0x0410 0x0015B9B4
1447   FACE01   1040  1424432    0x0410 0x0015BC30
1448   FACE02   1040  1425076    0x0410 0x0015BEB4
1449   FACE03   1040  1425720    0x0410 0x0015C138
1450   FACE04   1040  1426412    0x0410 0x0015C3EC
1451   FACE05   1040  1427096    0x0410 0x0015C698
1452   FACE06   1040  1427772    0x0410 0x0015C93C
1453   FACE07   1040  1428400    0x0410 0x0015CBB0
1454   FACE08   1040  1429020    0x0410 0x0015CE1C
1455   FACE09   1040  1429668    0x0410 0x0015D0A4
1456   FACE10   1040  1430324    0x0410 0x0015D334
1457   FACE11   1040  1430980    0x0410 0x0015D5C4
1458   FACE12   1040  1431672    0x0410 0x0015D878
1459   FACE13   1040  1432368    0x0410 0x0015DB30
1460   FACE14   1040  1433044    0x0410 0x0015DDD4
1461   FACE15   1040  1433704    0x0410 0x0015E068
1462   FACE16   1040  1434368    0x0410 0x0015E300
1463   FACE17   1040  1435048    0x0410 0x0015E5A8
1464   FACE18   1040  1435696    0x0410 0x0015E830
1465   FACE19   1040  1436352    0x0410 0x0015EAC0
1466   FACE20   1040  1437012    0x0410 0x0015ED54
1467   FACE21   1040  1437668    0x0410 0x0015EFE4
1468   FACE22   1040  1438348    0x0410 0x0015F28C
1469   FACE23   1040  1439008    0x0410 0x0015F520
1470   FACE24   1040  1439668    0x0410 0x0015F7B4
1471   FACE25   1040  1440352    0x0410 0x0015FA60
1472   FACE26   1040  1441044    0x0410 0x0015FD14
1473   FACE27   1040  1441724    0x0410 0x0015FFBC
1474   FACE28   1040  1442388    0x0410 0x00160254
1475   FACE29   1040  1443052    0x0410 0x001604EC
1476   FACE30   1040  1443740    0x0410 0x0016079C
1477   FACE31   1040  1444408    0x0410 0x00160A38
1478   FACE32   1040  1445076    0x0410 0x00160CD4
1479   FACE33   1040  1445776    0x0410 0x00160F90
1480   FACE34   1040  1446480    0x0410 0x00161250
1481   FACE35   1040  1447176    0x0410 0x00161508
1482   FACE36   1040  1447852    0x0410 0x001617AC
1483   FACE37   1040  1448520    0x0410 0x00161A48
1484   FACE38   1040  1449232    0x0410 0x00161D10
1485   FACE39   1040  1449908    0x0410 0x00161FB4
1486   FACE40   1040  1450592    0x0410 0x00162260
1487   FACE41   1040  1451228    0x0410 0x001624DC
1488 STSPLAT0   1040  1451896    0x0410 0x00162778
1489 STSPLAT1   1040  1452588    0x0410 0x00162A2C
1490 STSPLAT2   1040  1453484    0x0410 0x00162DAC
1491 STSPLAT3   1040  1454308    0x0410 0x001630E4
1492 STSPLAT4   1040  1455012    0x0410 0x001633A4
1493 STSPLAT5   1040  1455632    0x0410 0x00163610
1494   M_DOOM   8208  1456252    0x2010 0x0016387C
1495 M_SKULL1    592  1460360    0x0250 0x00164888
1496 M_SKULL2    592  1460712    0x0250 0x001649E8
1497 TEXTURE1   2668  1461068    0x0A6C 0x00164B4C
1498  PLAYPAL  10752  1462104    0x2A00 0x00164F58
1499   CRYPAL   7168  1472856    0x1C00 0x00167958
1500    DEMO1   3004  1479912    0x0BBC 0x001694E8
1501    DEMO2   3944  1480452    0x0F68 0x00169704
1502    MAP01      0  1481116    0x0000 0x0016999C
1503   THINGS    910  1481116    0x038E 0x0016999C
1504 LINEDEFS   6034  1481776    0x1792 0x00169C30
1505 SIDEDEFS  17400  1485516    0x43F8 0x0016AACC
1506 VERTEXES   1596  1488500    0x063C 0x0016B674
1507     SEGS   7620  1489900    0x1DC4 0x0016BBEC
1508 SSECTORS    816  1495120    0x0330 0x0016D050
1509    NODES   5684  1495808    0x1634 0x0016D300
1510  SECTORS   2132  1500044    0x0854 0x0016E38C
1511   REJECT    841  1500648    0x0349 0x0016E5E8
1512 BLOCKMAP   6812  1501108    0x1A9C 0x0016E7B4
1513    MAP02      0  1505000    0x0000 0x0016F6E8
1514   THINGS   2110  1505000    0x083E 0x0016F6E8
1515 LINEDEFS  13272  1506416    0x33D8 0x0016FC70
1516 SIDEDEFS  36540  1514712    0x8EBC 0x00171CD8
1517 VERTEXES   3368  1521088    0x0D28 0x001735C0
1518     SEGS  15984  1523904    0x3E70 0x001740C0
1519 SSECTORS   1588  1534892    0x0634 0x00176BAC
1520    NODES  11088  1536236    0x2B50 0x001770EC
1521  SECTORS   4966  1544148    0x1366 0x00178FD4
1522   REJECT   4561  1545364    0x11D1 0x00179494
1523 BLOCKMAP  11624  1547876    0x2D68 0x00179E64
1524    MAP03      0  1554904    0x0000 0x0017B9D8
1525   THINGS   2820  1554904    0x0B04 0x0017B9D8
1526 LINEDEFS  12362  1556736    0x304A 0x0017C100
1527 SIDEDEFS  33900  1564436    0x846C 0x0017DF14
1528 VERTEXES   3216  1570172    0x0C90 0x0017F57C
1529     SEGS  14772  1572960    0x39B4 0x00180060
1530 SSECTORS   1508  1583328    0x05E4 0x001828E0
1531    NODES  10528  1584596    0x2920 0x00182DD4
1532  SECTORS   4082  1592452    0x0FF2 0x00184C84
1533   REJECT   3082  1593464    0x0C0A 0x00185078
1534 BLOCKMAP   8490  1595076    0x212A 0x001856C4
1535    MAP04      0  1600620    0x0000 0x00186C6C
1536   THINGS   2120  1600620    0x0848 0x00186C6C
1537 LINEDEFS  10878  1602036    0x2A7E 0x001871F4
1538 SIDEDEFS  29430  1608828    0x72F6 0x00188C7C
1539 VERTEXES   2924  1613804    0x0B6C 0x00189FEC
1540     SEGS  13056  1616296    0x3300 0x0018A9A8
1541 SSECTORS   1296  1625352    0x0510 0x0018CD08
1542    NODES   9044  1626452    0x2354 0x0018D154
1543  SECTORS   3120  1632928    0x0C30 0x0018EAA0
1544   REJECT   1800  1633752    0x0708 0x0018EDD8
1545 BLOCKMAP   7060  1634580    0x1B94 0x0018F114
1546    MAP05      0  1639268    0x0000 0x00190364
1547   THINGS   2640  1639268    0x0A50 0x00190364
1548 LINEDEFS   9884  1640980    0x269C 0x00190A14
1549 SIDEDEFS  27060  1647088    0x69B4 0x001921F0
1550 VERTEXES   2604  1651680    0x0A2C 0x001933E0
1551     SEGS  11892  1653936    0x2E74 0x00193CB0
1552 SSECTORS   1308  1662236    0x051C 0x00195D1C
1553    NODES   9128  1663332    0x23A8 0x00196164
1554  SECTORS   3120  1669936    0x0C30 0x00197B30
1555   REJECT   1800  1670788    0x0708 0x00197E84
1556 BLOCKMAP   7732  1671896    0x1E34 0x001982D8
1557    MAP06      0  1676796    0x0000 0x001995FC
1558   THINGS   2890  1676796    0x0B4A 0x001995FC
1559 LINEDEFS  13650  1678704    0x3552 0x00199D70
1560 SIDEDEFS  36720  1687104    0x8F70 0x0019BE40
1561 VERTEXES   3516  1693180    0x0DBC 0x0019D5FC
1562     SEGS  15888  1696172    0x3E10 0x0019E1AC
1563 SSECTORS   1684  1707220    0x0694 0x001A0CD4
1564    NODES  11760  1708632    0x2DF0 0x001A1258
1565  SECTORS   4472  1717112    0x1178 0x001A3378
1566   REJECT   3698  1718144    0x0E72 0x001A3780
1567 BLOCKMAP  12816  1720028    0x3210 0x001A3EDC
1568    MAP07      0  1727748    0x0000 0x001A5D04
1569   THINGS   2800  1727748    0x0AF0 0x001A5D04
